Date,Q,SCA,T,P,Day,Relative Humidity,Wind speed,Wind direction,Snow depth
2/5/2009,3.08,247.7121147,-4.2183748,0,36,26.12,1.3,239.05,0.000019
2/6/2009,3.02,259.2934005,-3.4087083,0,37,25.87,1.43,247.3,0.000017
2/7/2009,2.8,271.3070098,-3.9387093,1.13932192,38,27.62,1.07,261.22,0.000016
2/8/2009,2.86,283.1457453,-3.160549,0.768134475,39,33,1.19,280.75,0.000013
2/9/2009,2.83,294.2024098,-3.3952678,0.332435697,40,29.41,0.84,327.95,0.000012
2/10/2009,2.8,303.8698059,-3.037082,0.111057632,41,39.01,1.67,217.15,0.000009
2/11/2009,2.8,311.7039662,-3.3660279,0.240734801,42,61.22,3.92,216.6,0.000095
2/12/2009,2.8,317.9138424,-3.4219028,0.452868998,43,43.57,1.71,281.52,0.000119
2/13/2009,2.77,322.8716163,-2.54089151,0.185759008,44,39.4,2.25,266.53,0.000111
2/14/2009,2.74,326.9494696,-1.68189079,0,45,35.75,2.27,232.89,0.000099
2/15/2009,2.8,330.5195839,-1.93067455,0.317006052,46,26.17,1.99,235.05,0.000091
2/16/2009,2.77,333.9541409,-2.50909254,0.015962835,47,23.85,1.59,231.34,0.000083
2/17/2009,2.71,337.6253222,-2.077423679,0.347070366,48,32.94,2.26,241.53,0.000075
2/18/2009,2.83,341.9053096,-1.56767443,0,49,34.73,2.38,240.02,0.000068
2/19/2009,2.83,346.9767497,-1.74565735,0.107002035,50,27.82,1.44,237.5,0.000063
2/20/2009,2.83,352.2641485,-1.50208302,0.057865281,51,33.63,2.75,244.53,0.000057
2/21/2009,2.83,357.0024773,-1.91089214,0.235451832,52,37,2.81,269.33,0.000053
2/22/2009,2.89,360.426707,-2.64739453,0.897271991,53,31.42,2.06,247.95,0.000049
2/23/2009,2.95,361.7718088,-2.2359105,0,54,50.5,2.71,244.22,0.000069
2/24/2009,2.99,360.2727537,-2.20754039,0.211054906,55,61.75,4.02,237.02,0.000045
2/25/2009,2.92,355.1645128,-2.23538391,0.507611394,56,61.84,3.22,242.04,0.000043
2/26/2009,2.92,345.6820573,-2.34535598,0,57,57.2,3.36,229.77,0.000041
2/27/2009,2.92,331.4678114,-2.88894451,0.533520281,58,39.38,2.5,239.68,0.000039
2/28/2009,2.99,313.7940128,-3.4474062,0,59,36.85,2.36,241.92,0.000037
3/1/2009,2.86,294.3403523,-3.4536905,0.974234343,60,25.97,1.6,281.68,0.00003
3/2/2009,2.77,274.7865207,-3.1535245,0.005023228,61,31.53,1.65,271.48,0.000022
3/3/2009,2.77,256.8122089,-2.068468156,0.161632016,62,34.46,2.04,265.48,0.000016
3/4/2009,2.74,242.0971078,-1.83558492,0.017000323,63,42.51,2.57,273.19,0.000013
3/5/2009,2.74,232.3209081,-1.28064692,0.511587322,64,38.03,2.35,260.16,0.000011
3/6/2009,2.68,229.1633008,-0.1020927,0.183518305,65,28.14,1.91,246.75,0.000009
3/7/2009,2.63,233.7376664,0.7858248,0.007962531,66,28.6,2.24,239.32,0.000008
3/8/2009,2.54,244.8921442,0.1381928,0.069756798,67,26.94,2.27,222.38,0.000007
3/9/2009,2.48,260.9085631,-0.8105925,0.097587653,68,38.94,2.71,231.34,0.000006
3/10/2009,2.45,280.0687523,-0.346156,0,69,30.38,3.27,227.3,0.000003
3/11/2009,2.48,300.6545405,-1.23838103,0.056733038,70,25.99,2.08,267.16,0.000001
3/12/2009,2.54,320.9477569,-0.2108762,0.499164432,71,17.04,3.57,4.51,0
3/13/2009,2.54,339.2302305,-0.1923659,0.010000191,72,19.41,0.79,241.04,0
3/14/2009,2.57,353.7837901,0.2820046,0.262197495,73,22.38,1.2,222.04,0
3/15/2009,2.48,363.3265852,-0.1549928,0,74,26.47,1.6,206.38,0
3/16/2009,2.45,368.3220459,-0.686028,0.877412796,75,36.38,1.34,215.37,0
3/17/2009,2.45,369.6699228,-1.66856828,0.052070387,76,46.25,1.67,239.45,0
3/18/2009,2.42,368.2699665,-1.31057825,0.467950821,77,47.92,1.88,211.86,0
3/19/2009,2.39,365.0219276,-1.73010105,0.240898907,78,53.51,2.29,224.98,0
3/20/2009,2.39,360.8255565,-1.33558467,1.89942431,79,54.25,2.12,229.66,0.000002
3/21/2009,2.6,356.5806039,-1.68184297,0.300734937,80,59.23,2.61,216.42,0.002055
3/22/2009,2.63,353.1868204,-1.40320031,1.22276199,81,63.91,1.92,230.33,0.001481
3/23/2009,2.65,351.3279944,-1.83220327,0.789640486,82,59.91,2.05,215.68,0.00137
3/24/2009,2.77,350.8240668,-0.9158476,0.281223506,83,58.32,1.99,221.47,0.00164
3/25/2009,2.8,351.2790165,-0.3164566,0.92983979,84,58.05,2.85,216.8,0.000845
3/26/2009,2.71,352.2968224,-2.2706278,0.075021192,85,57.78,3.27,212.88,0.000815
3/27/2009,2.71,353.4814631,-2.41513747,0.229076073,86,55.55,2.47,230.86,0.000998
3/28/2009,2.77,354.4369177,-1.35019777,0.154334769,87,63.67,2.14,245.4,0.000866
3/29/2009,2.89,354.7671648,-0.5205183,12.8010178,88,66.11,3.15,225.54,0.000695
3/30/2009,2.92,354.0761835,-1.51439123,12.5516005,89,64.62,3.87,231.99,0.000766
3/31/2009,3.05,352.1021587,-1.18435991,0.471394151,90,41.16,1.98,236.75,0.000923
4/1/2009,3.18,349.1201001,-0.6767508,0.130785495,91,37.01,1.31,243.43,0.000447
4/2/2009,3.25,345.5392236,0.5083239,3.15677261,92,52.24,2.43,223.56,0.000279
4/3/2009,3.31,341.7687451,0.8805205,3.51383424,93,53.34,2.3,244.01,0.000068
4/4/2009,3.31,338.2178805,1.0853263,1.79252255,94,48.92,2.12,245.95,0.0002
4/5/2009,3.41,335.2958456,1.2885444,0.810368299,95,35.04,1.54,247.65,0.000081
4/6/2009,3.41,333.4118565,1.8267114,9.89470863,96,35.96,2.39,231.31,0.000031
4/7/2009,3.38,332.9751289,1.6043351,0.594307005,97,35.23,2.57,241.53,0.000018
4/8/2009,3.38,334.2239724,1.4230607,0.249219373,98,34.28,2.32,228,0.000013
4/9/2009,3.38,336.7130705,1.4723178,0.034960225,99,54.56,3.71,209.96,0.000011
4/10/2009,3.41,339.8262004,0.0867573,0.510144114,100,50.18,2.59,242.59,0.00003
4/11/2009,3.44,342.9471395,1.0138746,0.426635057,101,35.27,1.38,270.23,0.000013
4/12/2009,3.44,345.4596648,2.4165089,0.2141276,102,37.72,1.95,226.32,0.000003
4/13/2009,3.51,346.7475537,2.7720976,0.369032264,103,50.85,2.12,237.36,0
4/14/2009,3.54,346.1945832,3.443718,0.121760018,104,54,1.99,234.61,0
4/15/2009,3.54,343.1845306,4.2768684,0.421455085,105,45.26,2.07,227.46,0
4/16/2009,3.57,337.3254336,4.304172,0.082069717,106,47.96,2.75,219.67,0
4/17/2009,3.47,329.1223719,3.6391624,0.343553901,107,49.93,3,240.16,0.000015
4/18/2009,3.51,319.3046856,3.0518985,0.28184846,108,30.58,1.9,249.67,0.000008
4/19/2009,3.64,308.6017148,3.80080329,0,109,32.41,1.91,232.75,0.000002
4/20/2009,3.86,297.7427996,4.54926616,0.210317463,110,37.56,1.96,252.73,0.000001
4/21/2009,3.82,287.4572803,3.78224044,0.060900886,111,43.47,2.86,249.98,0
4/22/2009,3.75,278.474497,3.5620197,0.258832008,112,48.66,3.3,236.65,0
4/23/2009,3.75,271.5237898,3.85519933,0.140598387,113,29.53,2.15,240.22,0
4/24/2009,3.82,267.1758986,4.661613394,0.115614347,114,18.17,2.19,225.89,0
4/25/2009,3.86,265.3671628,3.93291317,0.399780571,115,17.33,2.42,219.59,0
4/26/2009,3.86,265.8753214,4.668562164,0.027125428,116,19.26,2.08,222.65,0
4/27/2009,3.86,268.4781134,4.36125173,0,117,17,1.47,259.72,0
4/28/2009,3.79,272.9532781,4.25184014,0.007032519,118,21.58,1.59,239.78,0
4/29/2009,3.86,279.0785544,4.81988475,2.24971223,119,37,1.91,250.24,0
4/30/2009,3.93,286.6316814,4.46120511,12.3659239,120,60.08,2.44,249.5,0
5/1/2009,4.29,295.3903983,4.38822749,20.0379868,121,51.32,2.12,251.22,0
5/2/2009,4.33,305.0747025,4.605134122,27.253624,122,60.92,2.69,228.56,0.000157
5/3/2009,4.37,315.1736257,2.9649109,9.33013058,123,70.04,2.89,218.18,0.000968
5/4/2009,4.22,325.1184576,3.3304505,2.966398,124,65.08,2.76,223.4,0.000525
5/5/2009,4.25,334.3404885,3.67448873,7.48457146,125,62.63,2.75,234.54,0.000187
5/6/2009,3.97,342.2710081,4.35551287,0.643638432,126,49.73,2.45,237.36,0.000771
5/7/2009,4.37,348.3413065,5.00068629,1.42536867,127,43.07,2.35,231.25,0.00033
5/8/2009,4.41,351.9826738,5.35875026,0.599346519,128,35.95,2.66,226.09,0.000169
5/9/2009,4.22,352.6263997,4.94977559,4.83572531,129,46.66,3.58,223.11,0.000049
5/10/2009,4.25,349.9230159,4.577115081,29.1049309,130,53.49,3.97,220.27,0.000195
5/11/2009,4.18,344.4000191,2.6130928,15.7544231,131,70.62,3.72,211.4,0.007346
5/12/2009,4.04,336.8041478,1.991239,3.26349688,132,73.83,3.48,204.77,0.015846
5/13/2009,3.86,327.8821403,1.8616313,1.14466798,133,74.02,2.3,214.18,0.016129
5/14/2009,3.75,318.3807351,2.4666957,0.616176486,134,66.58,1.55,229.88,0.010468
5/15/2009,3.75,309.0466704,2.9870512,2.82853293,135,77.38,3.18,200.98,0.007307
5/16/2009,3.75,300.6266846,4.24217438,1.8336364,136,71.09,2.47,227.24,0.004018
5/17/2009,3.97,293.8675162,4.5954775,0.490304679,137,70.12,2.35,230.82,0.001132
5/18/2009,3.86,289.3435711,5.12860562,0.480767071,138,50.36,0.47,340.69,0.000274
5/19/2009,4.25,286.9399262,6.0697444,10.4928112,139,62.21,1.79,224.05,0.000379
5/20/2009,4.33,286.369326,5.10972809,4.30911827,140,71.6,2.25,220.18,0.000437
5/21/2009,4.37,287.3445152,5.8983912,4.19628143,141,72.66,2.74,207.75,0.000145
5/22/2009,4.33,289.5782381,4.8285281,7.91314507,142,79.19,3.15,208.42,0.0002
5/23/2009,4.29,292.7832394,4.383900077,0.083325677,143,71.69,2.77,209.05,0.000165
5/24/2009,4.33,296.6722636,5.19637918,2.71896482,144,68.2,2.47,208.57,0.000543
5/25/2009,5.46,300.9580553,4.24586506,10.8883524,145,72.65,2.28,229.37,0.00362
5/26/2009,6.75,305.3569689,3.79338396,1.80607176,146,81.96,3,232.68,0.013698
5/27/2009,5.71,309.599799,4.092781517,0.152458876,147,71.51,2.17,225.04,0.011094
5/28/2009,4.68,313.4209501,5.1229615,5.15178823,148,79.41,3.33,208.92,0.005705
5/29/2009,5.07,316.5548266,4.03264958,0.796879411,149,74.23,2.88,203.35,0.004061
5/30/2009,4.29,318.735833,4.55347764,12.3100204,150,70.86,2.93,208.92,0.003283
5/31/2009,4.29,319.6983739,4.14427199,3.00271869,151,80.42,2.81,212.69,0.001677
6/1/2009,4.33,319.1768537,4.85922936,0.023944253,152,71.28,1.99,221.32,0.000516
6/2/2009,4.41,316.9056768,5.9396151,2.21340919,153,68.89,2.57,210.9,0.000075
6/3/2009,4.41,312.7304544,5.9501293,13.279355,154,71.8,2.34,222.46,0.000007
6/4/2009,4.33,306.9416232,6.4734541,15.6494503,155,70.96,2.45,217.7,0
6/5/2009,4.25,299.9408267,6.563091,20.9085388,156,80.73,3.3,220.26,0.000141
6/6/2009,3.97,292.1297082,6.4916081,4.20372868,157,81.25,2.6,225.21,0.000436
6/7/2009,4.33,283.9099112,7.1907121,1.47899961,158,71.18,3,220.23,0.000139
6/8/2009,4.41,275.683079,7.3770274,2.75171757,159,59.09,2.52,225.31,0.00002
6/9/2009,4.22,267.8508551,7.5815919,1.31149554,160,48.41,2.09,224.84,0.000002
6/10/2009,4.25,260.8148827,7.4647915,2.79229546,161,58.26,2.41,224.29,0
6/11/2009,4.18,254.9109698,7.5248378,12.9866877,162,69.72,2.77,214.41,0
6/12/2009,4.04,250.2115817,7.6464264,98.1766586,163,77.81,3.61,213.09,0.000155
6/13/2009,3.93,246.7233483,7.9109771,6.30206537,164,72.25,3.06,218.85,0.000056
6/14/2009,3.75,244.4528996,7.6121354,4.4519043,165,70.92,2.84,218.3,0.000006
6/15/2009,3.75,243.4068652,7.7827801,4.34551716,166,63.64,2.57,228.78,0
6/16/2009,3.82,243.5918751,8.7299786,3.87462258,167,56.28,2.47,223.19,0
6/17/2009,3.89,245.0145592,8.8432054,10.0923223,168,54.71,2.15,221.95,0
6/18/2009,3.89,247.6815474,8.6958424,3.57541609,169,50.44,2.08,220.86,0
6/19/2009,4.11,251.5299783,8.3994983,4.05953312,170,46.3,1.75,224.83,0
6/20/2009,4.04,256.2190265,9.3383155,13.8624563,171,54.23,2.38,220.57,0
6/21/2009,4.04,261.3383755,9.3309185,24.7142582,172,65.78,2.25,216.28,0
6/22/2009,3.97,266.4777088,9.0085962,37.2799339,173,63.75,2.51,213.34,0
6/23/2009,3.93,271.2267097,8.3048774,10.8324413,174,74.09,2.66,209.46,0
6/24/2009,3.93,275.1750617,8.5358772,18.015976,175,79.91,2.81,211.12,0
6/25/2009,4.04,277.9124482,9.3264489,4.90625811,176,76.12,3.14,215.99,0
6/26/2009,4.11,279.0285528,9.2339358,34.4371071,177,79.34,2.3,213.23,0
6/27/2009,4.29,278.276421,8.1434854,16.1452732,178,81.62,2.35,203.03,0
6/28/2009,4.45,276.0625468,7.6114823,8.50691414,179,81.38,3.29,218.11,0
6/29/2009,4.68,272.9567865,8.7645025,15.7473383,180,82.03,3.34,218.64,0
6/30/2009,4.76,269.5289963,7.8827988,17.4089241,181,85.09,4.25,215.33,0.000001
7/1/2009,4.25,266.3490324,6.4039193,37.5219307,182,81.48,3.73,209.27,0.000001
7/2/2009,4.72,263.986751,6.635108,5.84080982,183,84.98,3.21,218.85,0.000213
7/3/2009,4.72,263.0120083,7.3841673,24.507576,184,78.67,2.8,213.68,0.000171
7/4/2009,5.46,263.9946606,7.4846211,18.047514,185,80.67,2.93,216.06,0.000022
7/5/2009,6.16,267.2737248,7.7781806,17.2797451,186,81.2,2.7,214.95,0.000004
7/6/2009,6.12,272.2648615,7.9515475,25.6793289,187,85.23,3.2,216.93,0.000002
7/7/2009,6.16,278.1528919,7.4446758,35.2863159,188,84.64,2.88,218.21,0.000001
7/8/2009,6.66,284.1226374,7.6955783,10.9729681,189,80.44,2.99,209.78,0
7/9/2009,6.99,289.3589194,8.0979107,13.5220242,190,82.62,3.49,211.21,0
7/10/2009,6.79,293.0465591,7.8687088,9.55977726,191,82.71,2.96,218.32,0
7/11/2009,6.61,294.3703778,7.8144433,6.04476213,192,84.06,3.07,216.08,0
7/12/2009,6.84,292.5151969,7.0678199,21.318737,193,86.06,1.96,208.77,0
7/13/2009,6.99,286.9373439,7.4502845,1.56075776,194,80.96,3.44,211.79,0
7/14/2009,6.99,278.1791713,8.273478,57.9142647,195,77.28,3.36,213.22,0
7/15/2009,7.38,267.0545378,8.463446,5.97395611,196,78.92,2.27,211.55,0
7/16/2009,7.85,254.3773021,8.4117689,9.99335098,197,82.27,3.05,210.67,0
7/17/2009,8.05,240.961323,8.1067793,7.21435738,198,77.59,3.26,215.94,0
7/18/2009,8.42,227.6204592,8.1224471,42.4228249,199,83.9,2.61,225.84,0
7/19/2009,9.22,215.1685694,8.1266699,23.6769371,200,79.06,2.91,216.88,0
7/20/2009,9.38,204.4195122,8.6004343,9.10272312,201,78.18,3.03,215.99,0
7/21/2009,9.38,196.0437415,8.6712644,25.3501492,202,80.31,2.97,220.02,0
7/22/2009,10.6,190.1380912,7.9136475,6.26308632,203,79.47,3.19,210.98,0
7/23/2009,11.9,186.6559902,8.1307882,4.18006277,204,79.12,3.1,213.92,0
7/24/2009,14.3,185.5508675,8.4035828,1.99599171,205,78.69,2.82,224.02,0
7/25/2009,14.9,186.7761521,8.7507628,10.6926708,206,81.6,3.27,224.46,0
7/26/2009,17.3,190.2852729,8.2519504,40.063221,207,81.81,2.06,219.23,0.000985
7/27/2009,17,196.0316589,7.0989885,46.6417046,208,92.35,2.46,208.83,0.005869
7/28/2009,17.3,203.9687391,7.2068035,6.80137587,209,89.8,2.25,203.44,0.004543
7/29/2009,17.1,213.9202951,7.2577243,12.4693565,210,89.56,2.75,215.19,0.001939
7/30/2009,17.1,225.1915196,7.7542749,29.5471401,211,88.59,2.79,219.64,0.000285
7/31/2009,17.8,236.9579578,8.1284035,16.4184208,212,86.62,2.69,218.53,0.000026
8/1/2009,17.3,248.3951551,7.6390135,6.44128895,213,85.67,2.55,210.28,0
8/2/2009,17.3,258.6786569,8.9402325,14.3024235,214,84.9,2.29,224.34,0
8/3/2009,17.4,266.9840084,9.508483,30.0639286,215,84.86,2.25,211.24,0
8/4/2009,17.5,272.486755,9.6451389,18.4909439,216,88.14,2.56,221.78,0
8/5/2009,17.2,274.362442,9.7081586,54.144722,217,87.69,2.9,221.05,0.000195
8/6/2009,17.3,272.1129323,8.9624995,15.5577183,218,89.68,1.67,217.29,0.003787
8/7/2009,17,266.5453588,7.948738,6.42142105,219,83.2,1.91,214.72,0.001091
8/8/2009,17.5,258.7931719,8.7942943,14.1233253,220,85.41,2.64,215.97,0.000276
8/9/2009,17.1,249.989822,8.9543877,12.8860855,221,86.72,2.72,219.14,0.000013
8/10/2009,17.2,241.2687596,9.0089322,21.6206703,222,87.64,2.23,216.49,0
8/11/2009,17.2,233.763435,9.2338899,13.116518,223,88.34,2.35,217.55,0.000508
8/12/2009,19.1,228.6072988,9.1136893,10.6480742,224,86.16,1.8,206.07,0.000425
8/13/2009,19.1,226.9338014,9.123434,5.83146238,225,79.9,1.86,196.99,0.000037
8/14/2009,20,229.5328351,8.3742252,8.4234705,226,85.09,2.45,205.36,0.000024
8/15/2009,20,235.8200599,8.6126402,5.88435316,227,87.16,3.32,210.81,0.000003
8/16/2009,18.4,244.8675778,8.0889521,17.2361012,228,88.58,3.94,211,0.000009
8/17/2009,18.4,255.7474908,6.8484467,6.60598469,229,93.2,3.35,210.4,0.00014
8/18/2009,18.5,267.5319008,7.6147687,14.0807295,230,90.02,2.7,213.55,0.000135
8/19/2009,18.7,279.2929097,7.8489317,8.12271023,231,91.31,2.05,201.11,0.000081
8/20/2009,18.3,290.1026196,7.683399,6.43159485,232,83.09,1.78,216.43,0.000236
8/21/2009,18.6,299.0331323,7.7316855,0.378884524,233,76.74,1.85,211.12,0.000113
8/22/2009,18.8,305.3620015,7.8268323,5.7163825,234,85.2,2.65,214.79,0.000021
8/23/2009,18.4,309.1885874,7.707613,3.24744415,235,87.77,2.79,216.8,0.000004
8/24/2009,18.1,310.8177019,7.0318848,8.91118526,236,88.81,2.91,217.05,0.000004
8/25/2009,18.1,310.5541569,7.505884,14.6184025,237,87.74,1.93,211.18,0.00114
8/26/2009,17.8,308.7027642,7.2162474,5.27904892,238,88.09,2.33,212.68,0.00274
8/27/2009,18.1,305.5683358,7.6406488,11.5770216,239,89.94,2.57,214.03,0.001426
8/28/2009,18.6,301.4556835,7.643023,4.27842379,240,86.81,1.66,211.08,0.001165
8/29/2009,19.1,296.6696193,8.3077581,41.7916756,241,85.62,1.51,212.38,0.000964
8/30/2009,18.7,291.4833048,7.975599,49.6388741,242,88.03,2.04,222.47,0.000176
8/31/2009,18.8,286.0433016,8.2074221,6.46565008,243,86.8,1.16,222.2,0.000039
9/1/2009,17.7,280.4645209,8.2131667,9.45995903,244,89.15,3.03,220.48,0.000002
9/2/2009,17.4,274.861874,7.5639812,2.73153639,245,90.81,3.45,216.12,0
9/3/2009,17.3,269.3502723,7.2074622,0.418589294,246,89.05,2.31,226.14,0
9/4/2009,17,264.044627,7.2354581,19.5351486,247,88.06,2.64,207.78,0.000001
9/5/2009,16.8,259.0598494,6.6312538,18.4166908,248,84.35,2,220.17,0
9/6/2009,16.9,254.510851,6.03197,14.0449877,249,89.89,2.55,213.53,0.000001
9/7/2009,16.3,250.5125428,6.4285471,3.9397881,250,89.37,1.66,186.95,0.000001
9/8/2009,14.6,247.1798364,6.4484536,13.647542,251,87.16,2.46,205.09,0
9/9/2009,13.2,244.6276429,5.7194351,7.34034252,252,88.85,2.51,199.25,0.000001
9/10/2009,12.6,242.9708737,5.7685156,1.36829555,253,88.85,2.38,209.36,0.000001
9/11/2009,12.2,242.3244401,6.29681,0.548422098,254,84.4,1.8,217,0
9/12/2009,11.5,242.8032534,6.4383732,0.736725748,255,76.85,1.47,221.01,0
9/13/2009,11,244.5222249,6.7656384,1.96153319,256,79.35,1.69,218.23,0
9/14/2009,10.7,247.596266,7.107679,1.13848472,257,84.1,2.17,221.54,0
9/15/2009,9.83,252.014185,7.2320248,1.00403142,258,85.36,2.24,220.26,0
9/16/2009,9.5,257.2603796,6.7706357,1.39166677,259,78.7,1.62,221.06,0
9/17/2009,9.16,262.6931445,6.9643435,1.5461129,260,79.59,1.73,226.37,0
9/18/2009,8.72,267.6707742,7.1255571,1.99408674,261,74.33,1.47,231.17,0
9/19/2009,8.62,271.5515636,6.715214,1.30194151,262,85.57,1.97,224.86,0
9/20/2009,8.62,273.6938073,6.3156458,1.70985675,263,83.96,1.64,213.47,0.000001
9/21/2009,8.36,273.4558001,6.06598,2.98757482,264,86.33,1.78,203.81,0.000186
9/22/2009,8.46,270.1958366,5.8739724,0.621658623,265,87.65,2.36,214.23,0.00006
9/23/2009,8.51,263.5723605,5.8847705,1.2482028,266,89.4,1.9,216.85,0.000033
9/24/2009,7.89,254.4444119,5.9627043,4.22133017,267,85.74,1.94,229.02,0.000009
9/25/2009,7.69,243.9711795,5.679114,2.87484312,268,77.99,0.55,209.15,0.000007
9/26/2009,7.34,233.3118523,6.3032549,1.61314189,269,75.96,0.54,188.13,0
9/27/2009,7.14,223.6256192,6.3485685,16.2958984,270,79.5,1.11,222.15,0
9/28/2009,6.99,216.0716691,6.238526,0.146311507,271,79.33,1.65,224.84,0
9/29/2009,6.94,211.8091909,6.0298845,4.93933535,272,85.13,2.19,223.68,0
9/30/2009,6.85,211.9973736,6.5524573,1.53096199,273,86.85,1.85,211.44,0
10/1/2009,8.16,217.3809764,6.3526065,2.74812865,274,86.79,2.13,209.44,0
10/2/2009,8.26,227.0470397,6.0319292,15.9585905,275,75.82,1.45,205.76,0.000001
10/3/2009,8.47,239.6681743,5.10433968,37.7209167,276,82.98,1.12,205.84,0
10/4/2009,8.46,253.9169911,4.97864003,5.94221115,277,84.5,2.11,211.29,0.000001
10/5/2009,8.47,268.4661009,4.71829757,16.8275681,278,88.87,2.02,212.5,0.000001
10/6/2009,8.47,281.9881144,4.79588248,45.8284912,279,89.02,2.44,206.88,0.000371
10/7/2009,8.68,293.1556424,3.82407395,49.8717804,280,91.25,2.43,197.79,0.001986
10/8/2009,8.9,300.6412958,3.0525059,3.33516717,281,81.72,1.98,209.05,0.010749
10/9/2009,9.12,303.5027996,3.46384817,0.789048076,282,62.4,1.92,217.99,0.01463
10/10/2009,9.01,302.3383362,3.81774077,2.11554599,283,56.88,1.9,213.6,0.01111
10/11/2009,9.06,298.131202,3.66436221,4.170506,284,55.56,1.64,205.88,0.007582
10/12/2009,9.16,291.8646938,2.833446,3.19383478,285,58.62,1.34,207.1,0.005141
10/13/2009,9.06,284.522108,2.9001031,1.47723866,286,68.94,1.44,213.87,0.003172
10/14/2009,9.22,277.0867413,3.1848401,0.020901645,287,59.53,1.38,198.11,0.001828
10/15/2009,9.16,270.5418902,3.1933293,1.79211783,288,64.94,1.32,205,0.001143
10/16/2009,9.22,265.8708514,3.0390352,1.01186609,289,57.5,1.56,212.47,0.000792
10/17/2009,9.1,263.7788298,3.0924664,0.086797923,290,56.63,1.76,217.69,0.000584
10/18/2009,9.16,263.8586646,2.8923608,0.053801388,291,51.5,1.88,204.1,0.000469
10/19/2009,8.88,265.4251034,2.5544778,0.061782803,292,56.94,1.5,208.48,0.000387
10/20/2009,9.1,267.7928938,2.3257698,0.080001526,293,60.16,1.15,224.74,0.000305
10/21/2009,9.44,270.2767832,1.7658807,0.984761298,294,52.68,1.39,226.1,0.000244
10/22/2009,9.5,272.1915194,1.1787539,0,295,45.28,1.41,229.83,0.000168
10/23/2009,8.72,272.8518498,0.7327912,0.223342791,296,49.72,1.38,238.2,0.000122
10/24/2009,8.62,271.572522,0.8500953,0,297,54.1,1.43,239.1,0.000091
10/25/2009,8.41,267.9280581,0.5252207,0,298,50.24,1.83,232.78,0.000066
10/26/2009,7.99,262.5320782,0.755912,0.031850126,299,50.59,1.47,230.02,0.000053
10/27/2009,7.43,256.2579767,0.28899,0.294005573,300,46.58,1.45,230.53,0.000044
10/28/2009,7.38,249.9791481,0.6267344,0.064695567,301,47.36,1.3,244.02,0.000037
10/29/2009,7.04,244.5689869,1.2652024,0.227004334,302,44.91,1.26,237.05,0.000031
10/30/2009,7.04,240.9008877,0.6344986,0,303,42.5,1.53,227.44,0.000026
10/31/2009,6.75,239.848245,-0.1447074,0.041803289,304,37.74,0.89,213.43,0.000022
11/1/2009,6.61,242.2844531,-0.0083093,0.087587841,305,39.93,1.19,188.72,0.000019
11/2/2009,6.29,248.7725782,0.3262314,0.629039943,306,37.96,0.89,197.86,0.000017
11/3/2009,6.38,258.6343722,0.945794,0.115456708,307,39.39,0.61,208.43,0.000015
11/4/2009,6.2,270.8812582,0.9374755,0,308,45.2,0.87,212.53,0.000012
11/5/2009,6.2,284.5246598,0.6499903,0.425995439,309,42.36,0.87,224.43,0.000006
11/6/2009,6.07,298.5760003,0.5074048,0,310,56.68,0.78,223.03,0.000002
11/7/2009,6.02,312.046703,-0.2507651,0,311,54.84,0.86,235.65,0.000002
11/8/2009,6.02,323.9481912,-0.4519742,0,312,55.57,1.31,215.93,0.000001
11/9/2009,6.02,333.2918884,-0.6646485,0,313,35.59,1.67,223.2,0
11/10/2009,5.84,339.3374183,-0.824067,1.83910704,314,48.27,1.69,247.49,0
11/11/2009,5.76,342.3372068,-1.0704986,0.357179254,315,45.99,1.14,243.25,0
11/12/2009,5.63,342.7918802,-0.35582,2.56391168,316,69.82,1.18,225.81,0
11/13/2009,6.03,341.2020647,0.5743731,0.123565607,317,73.9,1.57,236.09,0
11/14/2009,5.93,338.0683866,0.7402683,0.384684145,318,75.05,1.89,238.25,0
11/15/2009,5.76,333.8914723,1.0172102,1.08012152,319,50.42,3.33,248.53,0
11/16/2009,5.85,329.1719479,0.4511276,11.5680761,320,58.65,2.09,257.33,0.002498
11/17/2009,5.76,324.4104399,0.2414965,0.091314465,321,44.46,2.95,242.58,0.008429
11/18/2009,5.59,320.0065088,-0.4688198,0.152644619,322,45.39,2.85,240.52,0.007337
11/19/2009,5.29,315.9554531,-1.919617426,0,323,37.67,1.57,248.78,0.006644
11/20/2009,5.08,312.1515054,-3.0833236,0.519744217,324,42.6,0.9,315.85,0.005898
11/21/2009,4.8,308.4888985,-3.0616323,0.473034829,325,50.09,0.68,247.36,0.005134
11/22/2009,4.52,304.861865,-2.59718421,0.025878226,326,52.64,0.89,254.8,0.004427
11/23/2009,4.41,301.1646378,-2.54934186,0.787901938,327,48.45,1.39,274.18,0.003744
11/24/2009,4.33,297.2914494,-2.22606895,0.471705556,328,41.8,0.83,269.54,0.002583
11/25/2009,4.41,293.1365328,-2.483053,0.150681555,329,45.47,1.63,242.1,0.002014
11/26/2009,4.49,288.6342767,-3.2615449,0,330,49.14,1.3,250.39,0.001796
11/27/2009,4.33,283.8796955,-2.9032079,0.039855152,331,36.2,0.91,319.23,0.001597
11/28/2009,4.25,279.0079595,-2.347018,0.18000342,332,46.07,1,244.2,0.001377
11/29/2009,4.04,274.1542391,-2.35424517,0.304291546,333,45.89,1.15,265.59,0.001188
11/30/2009,3.71,269.4537047,-2.25006161,0,334,48.25,1.24,249.14,0.001039
